T,1.288116932
h,1.947489977
i,2.023455858
s,2.142918825
\x7f,2.286144018
b,2.670323849
o,2.830810785
o,2.985222816
k,3.106323004
\x7f,3.227886915
w,3.403246164
i,3.494477987
l,3.657050848
l,3.781762123
\x7f,3.857846022
p,3.973953962
e,4.100301027
r,4.163369894
h,4.397450924
a,4.480943918
p,4.595558882
s,4.726404905
\x7f,4.833351851
o,5.008397102
n,5.078318119
l,5.206362963
y,5.412590027
\x7f,5.495658875
b,5.742521763
e,5.895787954
\x7f,5.950310946
u,6.148402929
n,6.206361771
d,6.309470892
e,6.492548943
r,6.595509052
s,6.790410995
t,6.857798815
o,6.958604097
o,7.097373962
d,7.222334862
\x7f,7.35963583
b,7.481823921
y,7.646282911
\x7f,7.733397961
t,7.888525009
h,7.930708885
o,7.989440918
s,8.112334728
e,8.185277939
\x7f,8.251667023
w,8.516862869
h,8.581457853
o,8.647688866
\x7f,8.718334913
h,8.872224092
a,8.915572882
v,9.036398888
e,9.10362792
\x7f,9.160658836
t,9.327811718
h,9.428524971
e,9.51871109
m,9.634569883
s,9.800499916
e,9.89962697
l,10.01653409
v,10.15761685
e,10.26746702
s,10.43762779
\x7f,10.5546279
a,10.68148398
l,10.79075193
r,10.912745
e,10.99461603
a,11.11768794
d,11.23673916
y,11.36578584
\x7f,11.46311712
t,11.73282576
h,11.80497789
o,11.85984206
u,11.91569304
g,12.02760816
h,12.13508511
t,12.25078201
\x7f,12.39193392
t,12.58677506
h,12.6578989
e,12.76949883
\x7f,12.90483999
t,13.04671192
h,13.14161301
o,13.20873094
u,13.24154902
g,13.3430841
h,13.43771601
t,13.53884292
s,13.665483
\x7f,13.79173613
w,13.90981197
h,13.99602103
i,14.04769397
c,14.12374878
h,14.23591185
\x7f,14.30492902
a,14.41667104
r,14.54972792
e,14.63687086
\x7f,14.68248391
e,14.84275508
x,15.06783795
p,15.208565
r,15.36654592
e,15.43466806
s,15.64684391
s,15.77081084
e,15.94764495
d,16.11676693
\x7f,16.21608186
i,16.34910583
n,16.42489505
\x7f,16.90377092
i,17.08203077
t,17.2208147
\x7f,18.20995617
o,18.44198084
r,18.53261495
\x7f,18.62709594
s,18.80196786
i,18.93569994
m,19.11417389
i,19.67297411
l,19.88404393
a,20.03183579
r,20.13905406
\x7f,20.30792499
t,20.53693008
h,20.58683586
o,20.63799715
u,20.68702197
g,20.77511883
h,20.87899184
t,20.98591304
s,21.08999395
\x7f,21.65706086
I,22.06126904
t,22.33231497
\x7f,22.42717218
i,22.60799098
s,22.68424916
\x7f,22.76347685
t,22.89801288
h,23.00618196
e,23.06211782
r,23.14309883
e,23.25602794
f,23.46131516
o,23.54209208
r,23.62310696
\x7f,23.76446891
n,23.91710806
o,23.97633791
t,24.12216711
\x7f,24.331815
a,24.49647093
\x7f,24.62909698
t,24.78137279
e,24.84017587
x,25.12217283
t,25.21788287
b,25.43898797
o,25.55508494
o,25.68825603
k,25.81135893
\x7f,26.93139577
I,27.2392199
t,27.40317583
s,27.5603199
\x7f,27.66794801
o,27.81832099
b,27.9141798
j,28.023453
e,28.1274581
c,28.24228692
t,28.52241588
\x7f,28.66515994
w,28.76104903
o,28.841995
u,28.91929078
l,29.06761503
d,29.138412
\x7f,29.20645881
b,29.33822107
e,29.48549986
\x7f,29.55349994
a,29.67660809
t,29.87441683
t,30.00542283
a,30.17848301
c,30.30990791
back\x7f,31.74254274
back\x7f,31.91950107
back\x7f,32.04554701
i,32.78738093
n,32.89472389
e,33.04688191
d,33.22756195
\x7f,33.36829686
i,33.61641383
f,33.73466802
\x7f,33.83553314
t,33.97612596
h,34.05545187
e,34.13175702
r,34.22364807
e,34.32142377
\x7f,34.483495
w,34.66846991
e,34.7975719
r,34.88088799
e,35.01158881
\x7f,35.3619101
o,35.69166279
n,35.77546811
e,35.85588002
\x7f,35.99668789
p,36.15068007
e,36.25071597
r,36.31984782
s,36.47478604
o,36.54984283
n,36.61797976
\x7f,36.70811296
