T,1.5801489353179932
h,2.014719009399414
i,2.089468240737915
s,2.173776149749756
space,2.4227702617645264
b,2.6527459621429443
o,2.7697012424468994
o,2.9196090698242188
k,3.0026979446411133
space,3.1110870838165283
w,3.2396891117095947
i,3.3657121658325195
l,3.541748046875
l,3.656733989715576
space,3.7846310138702393
p,3.9207260608673096
e,4.057679176330566
r,4.145721197128296
h,4.341768026351929
a,4.408661127090454
p,4.533652067184448
s,4.625643014907837
space,4.709661245346069
o,4.880764961242676
n,4.96852707862854
l,5.116327285766602
y,5.314694166183472
space,5.42674994468689
b,5.692663192749023
e,5.894700050354004
space,6.024938106536865
u,6.192712068557739
n,6.272632122039795
d,6.3807899951934814
e,6.575525283813477
r,6.6596879959106445
s,6.8343071937561035
t,6.951013088226318
o,7.10549521446228
o,7.251769065856934
d,7.4133923053741455
space,7.571651220321655
b,7.721208095550537
y,7.896572113037109
space,7.968783140182495
t,8.093522310256958
h,8.157412052154541
o,8.228249073028564
s,8.329594135284424
e,8.397484064102173
space,8.449571132659912
w,8.61565113067627
h,8.728963136672974
o,8.772834062576294
space,8.848750114440918
h,9.006761074066162
a,9.082600116729736
v,9.194552183151245
e,9.238741159439087
space,9.351093053817749
t,9.527533054351807
h,9.629478216171265
e,9.72557520866394
m,9.859604120254517
s,10.034523248672485
e,10.138626098632812
l,10.332512140274048
v,10.516577005386353
e,10.62860918045044
s,10.827640056610107
space,11.049660921096802
a,11.223488092422485
l,11.367583990097046
r,11.520202159881592
e,11.58650803565979
a,11.734527111053467
d,11.886646032333374
y,12.091511011123657
space,12.167481184005737
t,12.38309621810913
h,12.471560955047607
o,12.564850330352783
u,12.60371708869934
g,12.707462310791016
h,12.838603019714355
t,12.972540140151978
space,13.099598169326782
t,13.259405136108398
h,13.40245509147644
e,13.515444993972778
space,13.62351107597351
t,13.794464111328125
h,13.878449201583862
o,13.942625045776367
u,13.990597248077393
g,14.078424215316772
h,14.182433128356934
t,14.358617067337036
s,14.570941925048828
space,14.712439060211182
w,14.817596912384033
h,14.94258713722229
i,15.006453037261963
c,15.106436252593994
h,15.265448093414307
space,15.339771270751953
a,15.56619119644165
r,15.72231125831604
e,15.806544303894043
space,15.915623903274536
e,16.799482107162476
x,17.02049207687378
p,17.258503198623657
r,17.409641981124878
e,17.489583253860474
s,17.732476949691772
s,17.85254716873169
e,18.037447929382324
d,18.20141315460205
space,18.35044002532959
i,18.519216299057007
n,18.591540098190308
space,18.679501056671143
i,18.83934712409973
t,18.96742820739746
space,19.442552089691162
o,19.728217124938965
r,19.854162216186523
space,19.95047116279602
s,20.233489274978638
i,20.35437321662903
m,20.652372121810913
i,20.83538508415222
l,20.982466220855713
a,21.11044406890869
r,21.226354122161865
space,21.371357202529907
t,21.62757706642151
h,21.735482215881348
o,21.807286024093628
u,21.867351055145264
g,22.05943012237549
h,22.11390209197998
t,22.329365968704224
s,22.506603002548218
space,23.21639609336853
I,23.55442214012146
t,23.86532211303711
space,24.020464181900024
i,24.204336166381836
s,24.31504726409912
space,24.396433115005493
t,24.52216911315918
h,24.634537935256958
e,24.7063090801239
r,24.829355001449585
e,24.94927716255188
f,25.188370943069458
o,25.29831600189209
r,25.39821696281433
space,25.71837592124939
n,25.93814206123352
o,26.010212182998657
t,26.10234022140503
space,26.199476957321167
a,26.275274991989136
space,26.36771821975708
t,26.529304027557373
e,26.569759130477905
x,26.934335947036743
t,27.10728120803833
space,27.2923481464386
o,27.71033215522766
backspace,28.34328818321228
b,28.750232219696045
o,28.91010618209839
o,29.0365731716156
k,29.14055299758911
space,29.3403582572937
i,29.62411594390869
t,29.744474172592163
s,29.942332983016968
space,30.14831805229187
o,30.341264247894287
b,30.46484112739563
j,30.61536407470703
e,30.69533610343933
